preco,condominio,iptu,bairro,cidade,estado,cep,metragem,quartos,banheiros,vagas,caracteristicas_imovel,caracteristicas_condominio
862606.0,0.0,0.0,Campina do Siqueira,Curitiba,PR,80440020,54,1,1,1,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Academia']","['Academia', 'Elevador']"
400000.0,350.0,450.0,Centro,Curitiba,PR,80250220,33,1,1,0,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
1249000.0,1170.0,0.0,Água Verde,Curitiba,PR,80240240,150,4,4,2,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Área de serviço', 'Varanda', 'Armários na cozinha', 'Armários no quarto', 'Academia']","['Salão de festas', 'Academia', 'Elevador', 'Permitido animais']"
5492025.0,0.0,0.0,Batel,Curitiba,PR,80240340,302,3,4,4,['Churrasqueira'],[]
5800000.0,4570.0,0.0,Água Verde,Curitiba,PR,80240280,463,4,7,8,"['Piscina', 'Área de serviço']",['Piscina']
1750000.0,1700.0,0.0,Água Verde,Curitiba,PR,80240320,375,3,5,2,"['Varanda', 'Ar condicionado', 'Churrasqueira', 'Área de serviço']",['Elevador']
357032.0,0.0,0.0,Centro,Curitiba,PR,80420120,30,1,1,0,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Segurança 24h', 'Elevador', 'Condomínio fechado', 'Piscina', 'Academia']"
3980000.0,0.0,0.0,Água Verde,Curitiba,PR,80240050,317,4,4,4,"['Varanda', 'Área de serviço']",['Segurança 24h']
5873868.0,0.0,0.0,Batel,Curitiba,PR,80240340,317,3,4,4,"['Varanda', 'Churrasqueira']",['Elevador']
2200000.0,181555.0,0.0,Batel,Curitiba,PR,80420130,105,2,3,2,[],[]
980000.0,2101.0,3363.0,Água Verde,Curitiba,PR,80240290,150,4,4,2,"['Armários no quarto', 'Churrasqueira', 'Área de serviço']","['Salão de festas', 'Elevador']"
4799357.0,0.0,0.0,Batel,Curitiba,PR,80420160,257,3,3,4,"['Varanda', 'Piscina']","['Piscina', 'Elevador']"
1540000.0,1700.0,1.0,Batel,Curitiba,PR,80420160,339,4,6,3,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Varanda', 'Armários no quarto', 'Academia']","['Portaria', 'Segurança 24h', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
2900000.0,6240.0,16323.0,Água Verde,Curitiba,PR,80250205,451,4,5,4,['Área de serviço'],[]
650000.0,1641.0,115.0,Batel,Curitiba,PR,80420170,51,1,1,2,"['Ar condicionado', 'Mobiliado', 'Academia']","['Salão de festas', 'Academia', 'Elevador']"
942832.0,0.0,0.0,Centro,Curitiba,PR,80250220,96,3,2,1,['Piscina'],['Piscina']
1654850.0,0.0,0.0,Batel,Curitiba,PR,80440080,130,3,3,2,"['Churrasqueira', 'Área de serviço']",['Elevador']
4786900.0,1.0,0.0,Batel,Curitiba,PR,80420160,257,3,4,4,['Academia'],"['Academia', 'Elevador']"
740000.0,1019.0,1593.0,Batel,Curitiba,PR,80250070,119,3,4,1,"['Armários no quarto', 'Área de serviço']","['Salão de festas', 'Elevador']"
1249000.0,1000.0,0.0,Batel,Curitiba,PR,80420060,163,2,2,1,[],['Segurança 24h']
5230500.0,0.0,0.0,Batel,Curitiba,PR,80240340,302,4,6,4,"['Varanda', 'Churrasqueira', 'Área de serviço']","['Salão de festas', 'Elevador']"
496000.0,0.0,0.0,Batel,Curitiba,PR,80730420,31,1,1,0,"['Ar condicionado', 'Piscina', 'Academia']","['Piscina', 'Academia', 'Salão de festas']"
1249000.0,1026.0,2327.0,Água Verde,Curitiba,PR,80240240,151,4,4,2,"['Ar condicionado', 'Armários no quarto', 'Academia', 'Área de serviço']","['Salão de festas', 'Academia', 'Elevador']"
2150000.0,1272.0,9499.0,Seminário,Curitiba,PR,80240001,279,4,5,3,['Área de serviço'],[]
7988000.0,3916.0,0.0,Batel,Curitiba,PR,80240010,263,3,4,3,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Área de serviço', 'Varanda', 'Piscina']","['Piscina', 'Elevador']"
5100000.0,4164.0,14764.0,Batel,Curitiba,PR,80250070,413,4,6,6,"['Varanda', 'Armários no quarto', 'Churrasqueira', 'Área de serviço']","['Salão de festas', 'Elevador']"
899000.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730360,198,3,2,2,[],[]
3000000.0,1350.0,1674.0,Água Verde,Curitiba,PR,80250100,444,4,6,4,"['Ar condicionado', 'Churrasqueira', 'Área de serviço']","['Elevador', 'Condomínio fechado']"
2400000.0,0.0,0.0,Batel,Curitiba,PR,80420030,165,3,5,3,"['Academia', 'Área de serviço']",['Academia']
3081000.0,0.0,0.0,Batel,Curitiba,PR,80420180,169,2,3,3,"['Varanda', 'Piscina']","['Piscina', 'Elevador']"
1200000.0,0.0,0.0,Tarumã,Curitiba,PR,82590300,150,3,4,2,[],['Segurança 24h']
3900000.0,3500.0,9370.0,Seminário,Curitiba,PR,80240021,331,4,5,4,"['Churrasqueira', 'Área de serviço', 'Varanda', 'Armários no quarto', 'Academia']","['Salão de festas', 'Academia', 'Elevador']"
1100000.0,892.0,1952.0,Água Verde,Curitiba,PR,80240170,159,3,4,2,['Área de serviço'],['Segurança 24h']
1654850.0,0.0,0.0,Seminário,Curitiba,PR,80440165,130,3,1,2,['Academia'],"['Academia', 'Salão de festas']"
2700000.0,1590.0,6132.0,Água Verde,Curitiba,PR,80250205,262,2,4,3,['Área de serviço'],['Segurança 24h']
2400000.0,0.0,0.0,Batel,Curitiba,PR,80420030,165,3,2,3,['Academia'],"['Academia', 'Salão de festas']"
2028350.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730400,134,2,2,2,[],[]
870000.0,1361.0,0.0,Batel,Curitiba,PR,80420090,149,3,1,1,['Mobiliado'],['Condomínio fechado']
3500000.0,1876.0,8556.0,Água Verde,Curitiba,PR,80240050,315,4,5,4,['Área de serviço'],['Segurança 24h']
450010.0,400.0,800.0,Água Verde,Curitiba,PR,80240020,24,1,1,0,"['Ar condicionado', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Armários no quarto', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
3950000.0,5242.0,1818.0,Batel,Curitiba,PR,80240010,380,4,6,4,"['Varanda', 'Ar condicionado', 'Churrasqueira', 'Academia']","['Salão de festas', 'Academia', 'Elevador', 'Segurança 24h']"
1827000.0,0.0,0.0,Seminário,Curitiba,PR,80240440,122,3,4,2,"['Varanda', 'Churrasqueira', 'Academia']","['Salão de festas', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
1600000.0,0.0,0.0,Seminário,Curitiba,PR,80240330,216,4,4,3,[],"['Salão de festas', 'Portão eletrônico', 'Elevador', 'Permitido animais']"
450000.0,550.0,110.0,Batel,Curitiba,PR,80420170,34,1,1,1,"['Varanda', 'Ar condicionado', 'Mobiliado', 'Área de serviço']",['Elevador']
942832.0,0.0,0.0,Batel,Curitiba,PR,80240010,95,3,3,1,"['Churrasqueira', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Piscina', 'Academia', 'Elevador']"
1101450.0,0.0,0.0,Batel,Curitiba,PR,80240010,96,3,3,1,"['Churrasqueira', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Piscina', 'Academia', 'Elevador']"
1385430.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730400,112,3,2,2,[],[]
1350000.0,1000.0,0.0,Batel,Curitiba,PR,80240000,248,3,2,2,[],[]
740000.0,1000.0,0.0,Batel,Curitiba,PR,80420160,138,3,3,1,"['Varanda', 'Mobiliado', 'Churrasqueira', 'Área de serviço']",['Elevador']
850000.0,998.0,0.0,Batel,Curitiba,PR,80420040,180,4,4,1,"['Varanda', 'Churrasqueira', 'Área de serviço']",['Elevador']
1690000.0,750.0,0.0,Centro,Curitiba,PR,80420200,121,2,3,2,['Piscina'],"['Piscina', 'Segurança 24h']"
280220.0,0.0,0.0,Água Verde,Curitiba,PR,80240110,23,1,1,0,[],[]
499900.0,400.0,800.0,Água Verde,Curitiba,PR,80240020,24,1,1,0,"['Ar condicionado', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Armários no quarto', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
1366459.0,0.0,0.0,Batel,Curitiba,PR,80240340,128,3,6,2,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Academia']","['Salão de festas', 'Academia', 'Elevador', 'Condomínio fechado']"
8187100.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730180,372,3,6,5,['Piscina'],"['Piscina', 'Salão de festas']"
1250000.0,1479.0,131.0,Batel,Curitiba,PR,80420060,162,2,2,1,[],"['Salão de festas', 'Elevador']"
489900.0,0.0,0.0,Batel,Curitiba,PR,80730420,35,1,1,0,"['Varanda', 'Ar condicionado', 'Piscina', 'Churrasqueira']","['Piscina', 'Elevador']"
2308486.0,0.0,0.0,Batel,Curitiba,PR,80420011,123,3,3,2,[],['Elevador']
850000.0,667.0,68.0,Batel,Curitiba,PR,80240010,101,3,4,1,[],['Elevador']
3000000.0,1280.0,0.0,Batel,Curitiba,PR,80240010,297,4,6,3,"['Ar condicionado', 'Churrasqueira', 'Porteiro 24h', 'Varanda', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
1350000.0,1000.0,0.0,Centro,Curitiba,PR,80250210,248,3,4,2,[],['Segurança 24h']
850000.0,1100.0,3839.0,Batel,Curitiba,PR,80420040,179,4,5,1,['Área de serviço'],[]
1600000.0,0.0,0.0,Seminário,Curitiba,PR,80240330,216,4,4,3,[],[]
560000.0,950.0,0.0,Batel,Curitiba,PR,80250085,107,3,2,1,"['Armários no quarto', 'Área de serviço']",['Salão de festas']
5100000.0,4924.0,0.0,Batel,Curitiba,PR,80250070,412,3,5,5,[],[]
2337720.0,0.0,0.0,Batel,Curitiba,PR,80240340,176,3,5,3,"['Churrasqueira', 'Academia']","['Segurança 24h', 'Academia']"
970000.0,900.0,272.0,Água Verde,Curitiba,PR,80250205,154,2,3,4,['Área de serviço'],[]
8187100.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730180,372,3,3,5,['Academia'],"['Academia', 'Salão de festas']"
390646.0,0.0,0.0,Bigorrilho,Curitiba,PR,80430152,30,1,1,0,[],[]
1850000.0,2918.0,450.0,Batel,Curitiba,PR,80440220,328,3,5,3,"['Varanda', 'Academia', 'Área de serviço']","['Academia', 'Segurança 24h']"
360000.0,100.0,100.0,Água Verde,Curitiba,PR,80240020,28,1,1,0,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
7079300.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730180,372,4,6,5,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Piscina']","['Piscina', 'Elevador']"
840000.0,667.0,0.0,Água Verde,Curitiba,PR,80250901,101,3,4,1,[],[]
2699000.0,2241.0,0.0,Batel,Curitiba,PR,80420130,390,4,6,3,"['Varanda', 'Ar condicionado', 'Churrasqueira', 'Área de serviço']",['Elevador']
4418800.0,1000.0,1000.0,Batel,Curitiba,PR,80420160,257,4,6,4,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Varanda', 'Armários no quarto', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
4500000.0,0.0,0.0,Batel,Curitiba,PR,80240010,380,4,5,4,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Piscina']","['Piscina', 'Elevador']"
315000.0,1100.0,0.0,Batel,Curitiba,PR,80240000,42,1,1,1,[],"['Segurança 24h', 'Elevador']"
495000.0,567.0,0.0,Água Verde,Curitiba,PR,80240170,79,3,3,1,[],[]
1250000.0,1285.0,3280.0,Batel,Curitiba,PR,80240340,176,3,5,3,['Área de serviço'],['Salão de festas']
850000.0,1050.0,0.0,Água Verde,Curitiba,PR,80240020,113,3,1,2,[],['Condomínio fechado']
900000.0,1000.0,0.0,Batel,Curitiba,PR,80440080,157,3,2,1,[],[]
2324322.0,0.0,0.0,Batel,Curitiba,PR,80240340,172,3,4,3,"['Varanda', 'Churrasqueira']",['Elevador']
690000.0,1091.0,2346.0,Centro,Curitiba,PR,80430180,101,2,2,1,"['Varanda', 'Armários no quarto', 'Porteiro 24h', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Condomínio fechado', 'Academia']"
1250000.0,0.0,0.0,Batel,Curitiba,PR,80420164,244,3,4,2,[],[]
450010.0,400.0,800.0,Água Verde,Curitiba,PR,80240020,24,1,1,0,"['Ar condicionado', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Armários no quarto', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
850000.0,600.0,0.0,Batel,Curitiba,PR,80420150,149,2,2,2,"['Churrasqueira', 'Porteiro 24h', 'Varanda', 'Piscina', 'Academia']","['Portaria', 'Piscina', 'Academia', 'Salão de festas']"
380000.0,313.0,60.0,Centro,Curitiba,PR,80420070,35,1,1,0,"['Varanda', 'Mobiliado', 'Academia', 'Área de serviço']","['Salão de festas', 'Academia', 'Elevador', 'Condomínio fechado']"
700000.0,0.0,0.0,Batel,Curitiba,PR,80420090,45,1,1,1,"['Mobiliado', 'Piscina', 'Porteiro 24h', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Permitido animais', 'Piscina', 'Portão eletrônico', 'Academia']"
1957251.0,0.0,0.0,Seminário,Curitiba,PR,80240424,141,3,4,3,"['Churrasqueira', 'Porteiro 24h', 'Varanda', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
950000.0,1315.0,379.0,Água Verde,Curitiba,PR,80240020,200,3,4,2,"['Varanda', 'Ar condicionado', 'Área de serviço']",['Elevador']
2480016.0,0.0,0.0,Batel,Curitiba,PR,80240340,176,3,4,3,"['Varanda', 'Piscina', 'Churrasqueira']","['Piscina', 'Elevador']"
335700.0,0.0,0.0,Água Verde,Curitiba,PR,80240020,23,1,1,0,[],[]
1750000.0,550.0,900.0,Centro,Curitiba,PR,80430160,105,1,1,1,[],[]
988568.0,210.0,0.0,Centro,Curitiba,PR,80250220,96,3,3,1,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Segurança 24h', 'Elevador', 'Condomínio fechado', 'Piscina', 'Academia']"
2400000.0,2093.0,6954.0,Batel,Curitiba,PR,80240010,303,4,5,3,"['Área de serviço', 'Armários no quarto', 'Churrasqueira', 'Academia']","['Academia', 'Salão de festas']"
1699000.0,0.0,620.0,Água Verde,Curitiba,PR,80240230,242,4,3,3,['Área de serviço'],['Condomínio fechado']
2259000.0,0.0,0.0,Batel,Curitiba,PR,80420160,151,3,5,3,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Academia']","['Segurança 24h', 'Academia', 'Elevador', 'Condomínio fechado']"
450000.0,550.0,110.0,Batel,Curitiba,PR,80420170,34,1,1,1,"['Varanda', 'Ar condicionado', 'Mobiliado', 'Área de serviço']",['Elevador']
340000.0,0.0,0.0,Mercês,Curitiba,PR,80430042,95,3,3,1,[],[]
887000.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730460,70,2,2,2,"['Varanda', 'Piscina']",['Piscina']
998000.0,2127.0,3955.0,Centro,Curitiba,PR,80420000,270,3,4,1,"['Varanda', 'Área de serviço']",['Elevador']
219000.0,0.0,0.0,Água Verde,Curitiba,PR,80240120,27,1,1,1,[],[]
3500000.0,1500.0,0.0,Batel,Curitiba,PR,80240010,302,3,5,3,"['Varanda', 'Área de serviço']",['Elevador']
2839176.0,0.0,0.0,Água Verde,Curitiba,PR,80240020,104,3,4,3,[],[]
315000.0,0.0,0.0,Batel,Curitiba,PR,80240000,42,1,1,1,['Mobiliado'],[]
2500000.0,2603.0,6580.0,Centro,Curitiba,PR,80430160,153,3,4,3,"['Varanda', 'Área de serviço', 'Churrasqueira', 'Academia']","['Salão de festas', 'Academia', 'Elevador']"
980000.0,1080.0,2903.0,Água Verde,Curitiba,PR,80240110,159,3,3,2,"['Varanda', 'Churrasqueira', 'Área de serviço']","['Segurança 24h', 'Elevador']"
2900000.0,2270.0,890.0,Batel,Curitiba,PR,80420170,636,4,6,4,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Armários no quarto']",['Salão de festas']
780000.0,1438.0,250.0,Batel,Curitiba,PR,80240160,123,3,4,1,['Ar condicionado'],[]
970000.0,950.0,0.0,Batel,Curitiba,PR,80240000,154,3,4,2,"['Varanda', 'Ar condicionado', 'Churrasqueira', 'Área de serviço']",['Elevador']
751669.0,0.0,0.0,Batel,Curitiba,PR,80420160,62,2,1,2,['Churrasqueira'],['Elevador']
580000.0,800.0,0.0,Batel,Curitiba,PR,80730420,112,3,3,1,"['Varanda', 'Mobiliado']","['Salão de festas', 'Segurança 24h', 'Elevador', 'Permitido animais']"
982100.0,180.0,0.0,Batel,Curitiba,PR,80240010,96,2,3,1,"['Varanda', 'Piscina', 'Churrasqueira', 'Academia']","['Salão de festas', 'Elevador', 'Condomínio fechado', 'Piscina', 'Portão eletrônico', 'Academia']"
1300000.0,1899.0,0.0,Batel,Curitiba,PR,80420090,83,2,3,2,"['Ar condicionado', 'Área de serviço', 'Varanda', 'Armários no quarto', 'Piscina', 'Academia']","['Salão de festas', 'Piscina', 'Academia', 'Elevador']"
1599000.0,4000.0,380.0,Batel,Curitiba,PR,80240000,254,4,5,4,"['Churrasqueira', 'Mobiliado', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Segurança 24h', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Academia']"
610000.0,450.0,1.0,Batel,Curitiba,PR,80420130,65,2,2,1,"['Varanda', 'Churrasqueira', 'Academia']","['Salão de festas', 'Academia', 'Elevador', 'Condomínio fechado']"
4918841.0,0.0,0.0,Bigorrilho,Curitiba,PR,80430000,237,3,4,4,"['Ar condicionado', 'Piscina', 'Academia']","['Piscina', 'Academia', 'Elevador', 'Segurança 24h']"
2650000.0,2280.0,553.0,Batel,Curitiba,PR,80250070,261,3,5,3,"['Varanda', 'Churrasqueira', 'Academia']","['Salão de festas', 'Academia', 'Elevador', 'Condomínio fechado']"
340000.0,0.0,0.0,Mercês,Curitiba,PR,80810000,95,3,3,1,['Área de serviço'],"['Elevador', 'Condomínio fechado']"
395990.0,0.0,0.0,Seminário,Curitiba,PR,80310100,48,2,2,1,"['Ar condicionado', 'Piscina', 'Churrasqueira', 'Academia']","['Salão de festas', 'Elevador', 'Condomínio fechado', 'Piscina', 'Academia']"
371059.0,280.0,0.0,Centro,Curitiba,PR,80250220,35,1,1,1,"['Varanda', 'Churrasqueira', 'Área de serviço']","['Salão de festas', 'Elevador']"
1100000.0,1460.0,336.0,Batel,Curitiba,PR,80730420,139,3,3,2,"['Varanda', 'Churrasqueira', 'Academia']","['Academia', 'Salão de festas']"
780000.0,842.0,1300.0,Batel,Curitiba,PR,80250085,107,3,3,1,"['Varanda', 'Área de serviço']",[]
398884.0,0.0,0.0,Água Verde,Curitiba,PR,80240020,28,1,1,0,[],[]
1800000.0,2180.0,680.0,Água Verde,Curitiba,PR,80240230,308,4,4,2,"['Varanda', 'Piscina', 'Churrasqueira']","['Piscina', 'Elevador']"
258000.0,0.0,0.0,Centro,Curitiba,PR,80250020,30,1,1,0,[],[]
957900.0,1000.0,200.0,Água Verde,Curitiba,PR,80250205,162,3,3,2,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Varanda', 'Armários no quarto', 'Academia']","['Salão de festas', 'Elevador', 'Permitido animais', 'Portão eletrônico', 'Academia']"
1450000.0,1094.0,0.0,Batel,Curitiba,PR,80730420,133,3,3,2,[],[]
2940000.0,1200.0,0.0,Batel,Curitiba,PR,80240010,302,4,5,3,"['Varanda', 'Área de serviço', 'Churrasqueira', 'Academia']","['Salão de festas', 'Academia', 'Elevador', 'Segurança 24h']"
11307240.0,0.0,0.0,Batel,Curitiba,PR,80440040,560,3,5,4,['Piscina'],"['Piscina', 'Elevador']"
326862.0,0.0,0.0,Água Verde,Curitiba,PR,80240020,28,1,1,0,"['Academia', 'Área de serviço']",['Academia']
278585.0,350.0,950.0,Centro,Curitiba,PR,80420210,25,1,1,0,"['Ar condicionado', 'Churrasqueira', 'Porteiro 24h', 'Área de serviço', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
5024104.0,0.0,0.0,Batel,Curitiba,PR,80420180,207,3,3,4,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Piscina']","['Piscina', 'Salão de festas']"
8187100.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730180,372,5,6,5,"['Varanda', 'Ar condicionado', 'Piscina', 'Churrasqueira']","['Piscina', 'Elevador']"
213683.0,0.0,0.0,Batel,Curitiba,PR,80240270,19,1,1,0,"['Churrasqueira', 'Área de serviço']",['Elevador']
2400000.0,0.0,0.0,Batel,Curitiba,PR,80420030,165,3,2,3,['Academia'],"['Academia', 'Salão de festas']"
2468700.0,0.0,0.0,Batel,Curitiba,PR,80420160,151,3,5,3,[],['Elevador']
550000.0,820.0,410.0,Batel,Curitiba,PR,80240010,101,3,3,1,"['Armários no quarto', 'Área de serviço']",[]
900000.0,0.0,0.0,Rebouças,Curitiba,PR,80230050,197,3,3,2,['Churrasqueira'],[]
491600.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730402,34,1,1,0,['Piscina'],"['Piscina', 'Elevador']"
970000.0,900.0,120.0,Batel,Curitiba,PR,80240000,154,3,3,2,"['Ar condicionado', 'Área de serviço']",['Elevador']
925800.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730402,48,1,1,0,['Academia'],['Academia']
1458390.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730460,107,3,3,3,"['Ar condicionado', 'Churrasqueira', 'Varanda', 'Piscina', 'Academia']","['Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Academia']"
1680000.0,1840.0,6602.0,Batel,Curitiba,PR,80420030,242,3,5,3,['Área de serviço'],[]
6500.0,3047.0,757.0,Batel,Curitiba,PR,80240010,277,4,5,4,"['Varanda', 'Ar condicionado', 'Churrasqueira', 'Área de serviço']",['Elevador']
4900000.0,2585.0,9114.0,Água Verde,Curitiba,PR,80240130,234,4,5,5,"['Ar condicionado', 'Área de serviço', 'Varanda', 'Armários no quarto', 'Academia']","['Salão de festas', 'Academia', 'Elevador']"
1000000.0,800.0,0.0,Batel,Curitiba,PR,80250070,89,2,2,1,"['Ar condicionado', 'Mobiliado', 'Churrasqueira', 'Área de serviço']",['Elevador']
1100000.0,1550.0,3292.0,Batel,Curitiba,PR,80420130,136,3,3,3,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Armários na cozinha', 'Armários no quarto']","['Portaria', 'Salão de festas', 'Elevador', 'Permitido animais', 'Portão eletrônico']"
2263200.0,0.0,0.0,Batel,Curitiba,PR,80420160,151,3,3,3,[],[]
541000.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730402,53,1,1,0,['Piscina'],"['Piscina', 'Elevador']"
390646.0,0.0,0.0,Bigorrilho,Curitiba,PR,80430152,30,1,1,0,"['Academia', 'Área de serviço']",['Academia']
3280000.0,4000.0,10700.0,Bigorrilho,Curitiba,PR,80730390,413,4,6,5,"['Armários no quarto', 'Área de serviço']","['Salão de festas', 'Elevador']"
1550000.0,0.0,0.0,Batel,Curitiba,PR,80730420,228,4,5,2,"['Churrasqueira', 'Academia']","['Academia', 'Salão de festas']"
2495000.0,2195.0,0.0,Batel,Curitiba,PR,80240000,240,3,3,3,[],[]
10588808.0,0.0,0.0,Batel,Curitiba,PR,80420011,78,2,2,1,[],[]
2642640.0,0.0,0.0,Batel,Curitiba,PR,80240340,176,3,5,4,"['Varanda', 'Churrasqueira', 'Academia']","['Segurança 24h', 'Academia']"
569999.0,1.0,1.0,Batel,Curitiba,PR,80420090,45,1,1,1,"['Churrasqueira', 'Academia']","['Salão de festas', 'Academia', 'Elevador', 'Condomínio fechado']"
3300000.0,0.0,0.0,Batel,Curitiba,PR,80240010,302,3,3,3,[],['Permitido animais']
6000733.0,0.0,0.0,Batel,Curitiba,PR,80420160,257,3,5,4,[],[]
569999.0,1.0,1.0,Batel,Curitiba,PR,80420090,45,1,1,1,"['Piscina', 'Churrasqueira', 'Academia']","['Salão de festas', 'Elevador', 'Condomínio fechado', 'Piscina', 'Academia']"
2239200.0,0.0,0.0,Batel,Curitiba,PR,80420160,151,3,3,3,"['Piscina', 'Churrasqueira']","['Piscina', 'Elevador']"
2259000.0,0.0,0.0,Batel,Curitiba,PR,80420160,151,3,4,3,"['Varanda', 'Piscina', 'Churrasqueira', 'Academia']","['Salão de festas', 'Elevador', 'Permitido animais', 'Piscina', 'Portão eletrônico', 'Academia']"
1748800.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730080,127,3,5,3,"['Varanda', 'Área de serviço', 'Churrasqueira', 'Academia']","['Salão de festas', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
1999000.0,1500.0,0.0,Água Verde,Curitiba,PR,80240220,188,3,5,2,[],[]
484200.0,0.0,0.0,Batel,Curitiba,PR,80730420,35,1,1,0,"['Área de serviço', 'Piscina', 'Churrasqueira', 'Academia']","['Piscina', 'Academia', 'Condomínio fechado']"
724719.0,0.0,0.0,Batel,Curitiba,PR,80420011,53,1,1,1,"['Academia', 'Área de serviço']",['Academia']
4500000.0,0.0,10133.0,Batel,Curitiba,PR,80240010,345,4,6,4,"['Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Salão de festas', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
2650000.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730460,182,3,5,3,"['Varanda', 'Churrasqueira']",[]
491600.0,0.0,0.0,Bigorrilho,Curitiba,PR,80730402,35,1,1,0,"['Academia', 'Área de serviço']",['Academia']
2324300.0,0.0,0.0,Batel,Curitiba,PR,80240340,172,3,5,3,"['Churrasqueira', 'Área de serviço', 'Varanda', 'Armários no quarto', 'Academia']","['Salão de festas', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
1800000.0,2290.0,0.0,Água Verde,Curitiba,PR,80240140,162,3,4,2,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Varanda', 'Armários na cozinha', 'Armários no quarto', 'Academia']","['Portaria', 'Segurança 24h', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
